Row.names,ensembl_gene_id,logFC,p-value
242,10214,-0.029298514,0.804268527
243,10215,0.04533182,0.746559798
244,10216,-0.019317159,0.88014824
245,10217,-0.042315602,0.720642898
246,10218,-0.039814646,0.789324507
247,10219,-0.02672801,0.757719824
248,1022,-0.033667388,0.786130424
249,10220,0.004932331,0.968558534
250,10221,0.071116975,0.501720951
251,10222,-0.050701392,0.706867061
252,10223,-0.052987273,0.688562406
253,10224,-0.010008333,0.939670323
254,10225,0.006451634,0.957758344
255,10226,0.009257867,0.935806277
256,10227,-0.024126147,0.813450899
257,10228,0.026912256,0.830188729
258,10229,-0.063775523,0.508642301
259,1023,0.010646541,0.946280625
260,10230,-0.007429345,0.946523889
261,10231,-0.022057024,0.840491648
262,10232,-0.027843025,0.842083867
263,10233,-0.014353181,0.907858038
264,10234,-0.042324504,0.776475374
265,10235,-0.017235573,0.890016207
266,10236,-0.062993501,0.567059238
267,10237,-0.022456632,0.861073362
268,10238,-0.003288355,0.975513413
269,10239,-0.016832452,0.877058582
270,1024,-0.012954281,0.908121233
271,10240,-0.014072134,0.905184268
272,10241,-0.034079324,0.822946946
273,10242,-0.029348283,0.833522869
274,10243,-0.00105175,0.994108038
275,10244,-0.0318887,0.764168166
276,10245,0.045894485,0.698801461
277,10246,-0.019083809,0.873420253
278,10247,-0.032508363,0.804937015
279,10248,0.001566945,0.991575906
280,10249,0.002847671,0.979148529
281,1025,0.041555991,0.696187401
282,10250,-0.023194105,0.875462679
283,10251,-0.023567891,0.835584262
284,10252,-0.025353423,0.795476996
285,10253,-0.062654116,0.681734607
286,10254,-0.046628868,0.680150008
287,10255,0.001765655,0.988582334
288,10256,-0.015825199,0.904092004
289,10257,0.012899705,0.923752275
290,10258,0.046296318,0.727027957
291,10259,-0.076995027,0.484873714
292,1026,-0.020597849,0.852395418
293,10260,-0.010242079,0.943320835
294,10261,0.077030719,0.559236139
295,10262,-0.015385713,0.91616794
296,10263,-0.017040616,0.89455273
297,10264,0.02407021,0.849156985
298,10265,0.019204472,0.898798094
299,10266,0.023974545,0.839410927
300,10267,-0.017724662,0.876082266
301,10268,-0.021908306,0.853337151
302,10269,-0.005825558,0.952343575
303,1027,-0.041940279,0.769138732
304,10270,-0.045816021,0.665920313
305,10271,-0.031005148,0.823958696
306,10272,-0.010144636,0.942954275
307,10273,-0.043209942,0.758128572
308,10274,-0.038206832,0.759258187
309,10275,-0.067078141,0.609367839
310,10276,-0.036287172,0.78776913
311,10277,-0.060627451,0.660615526
312,10278,-0.016082259,0.898183004
313,10279,-0.006068435,0.93894787
314,1028,-0.032964645,0.798226011
315,10280,-0.002482605,0.985259168
316,10281,0.009819807,0.92609242
317,10282,-0.028887468,0.828653527
318,10283,-0.036982585,0.788558399
319,10284,-0.042276175,0.744899631
320,10285,-0.034717032,0.782998644
321,10286,-0.018742549,0.899977466
322,10287,-0.000880874,0.991728174
323,10288,0.007154926,0.956950031
324,10289,-0.035702101,0.781608602
325,1029,0.083374131,0.402296573
326,10290,-0.027562484,0.818000059
327,10291,0.051451088,0.747119797
328,10292,-0.001424566,0.992343785
329,10293,-0.008869748,0.932343843
330,10294,-0.085090653,0.53932772
331,10295,0.080759866,0.604429039
332,10296,0.049211426,0.726548689
333,10297,-0.028775795,0.843329577
334,10298,-0.014398944,0.928960194
335,10299,-0.02247385,0.816986586
336,103,-0.008940617,0.933415401
337,1030,-0.016832099,0.887962769
338,10300,-0.020347389,0.879130764
339,10301,-0.114650803,0.440576129
340,10302,-0.016483588,0.879734432
341,10303,-0.002336837,0.983649735
342,10304,-0.019569466,0.875533954
343,10305,0.000280841,0.9979255
344,10306,-0.020520264,0.818036303
345,10307,-0.017676812,0.889667914
346,10308,-0.01654497,0.897341053
347,10309,-0.063480677,0.510640937
348,1031,-0.039919795,0.751708906
349,10310,-0.011082127,0.904023659
350,10311,-0.048409928,0.653043477
351,10312,-0.036934387,0.777201125
352,10313,-0.044355079,0.750843708
353,10314,0.089110112,0.512642375
354,10315,0.032156142,0.819168029
355,10316,-0.008173145,0.95607294
356,10317,-0.027981941,0.844710657
357,10318,-0.028175102,0.806572125
358,10319,-0.024787857,0.812173257
359,1032,-0.017158285,0.894155383
360,10320,-0.017087581,0.895207466
361,10321,-0.013442609,0.907605127
362,10322,0.033201201,0.815782514
363,10323,-0.026559866,0.843885543
364,10324,-0.027092103,0.827111595
365,10325,0.046537785,0.784844745
366,10326,-0.040062441,0.741335449
367,10327,-0.022179225,0.853694034
368,10328,-0.008413902,0.933181801
369,10329,-0.044085871,0.719062085
370,1033,0.054117697,0.710014306
371,10330,-0.019815553,0.877890274
372,10331,-0.050204022,0.718135153
373,10332,-0.039388204,0.778008555
374,10333,-0.007721659,0.955410125
375,10334,-0.013034804,0.917082238
376,10335,-0.036481001,0.768814488
377,10336,-0.024122413,0.851085004
378,10337,0.018806098,0.87137747
379,10338,0.002316463,0.984169656
380,10339,-0.00990893,0.903271621
381,1034,-0.111713721,0.404739566
382,10340,-0.079130238,0.524559157
383,10341,-0.000357462,0.997934378
384,10342,-0.022706553,0.855990651
385,10343,-0.003136727,0.982820843
386,10344,-0.039151258,0.661789996
387,10345,0.005213148,0.963219425
388,10346,-0.021276546,0.874068267
389,10347,-0.071205731,0.595166254
390,10348,-0.019824179,0.871331558
391,10349,-0.047901733,0.638595664
392,1035,0.00670075,0.949751462
393,10350,0.041635287,0.746420765
394,10351,-0.009906766,0.92949329
395,10352,-0.016757179,0.880291046
396,10353,0.029141159,0.837959906
397,10354,-0.034173152,0.798614252
398,10355,-0.079953332,0.561555148
399,10356,-0.038958068,0.756739422
400,10357,-0.031850286,0.815189844
401,10358,-0.025231538,0.859824265
402,10359,0.116015816,0.310141271
403,1036,0.005347834,0.956640421
404,10360,-0.02232695,0.851157784
405,10361,-0.040804634,0.721029529
406,10362,-0.038354623,0.75357323
407,10363,-0.040167738,0.705695437
408,10364,0.032518737,0.819684436
409,10365,-0.025820367,0.817533772
410,10366,-0.039281403,0.751994972
411,10367,0.069629817,0.6143079
412,10368,-0.019936724,0.880861156
413,10369,-0.010279585,0.936968752
414,1037,-0.021828025,0.864627263
415,10370,-0.021738395,0.84957917
416,10371,0.006309965,0.957005361
417,10372,-0.015303306,0.882421761
418,10373,-0.002478051,0.982477632
419,10374,0.013724288,0.929932444
420,10375,-0.026522974,0.745589628
421,10376,-0.022146248,0.872893501
422,10377,-0.013146427,0.912294055
423,10378,-0.02602367,0.831303345
424,10379,-0.026227028,0.803624148
425,1038,0.09217261,0.526182201
426,10380,-0.04635446,0.709724217
427,10381,-0.010535913,0.927625016
428,10382,0.078405026,0.618175199
429,10383,-0.109890784,0.477927506
430,10384,-0.012948412,0.912287386
431,10385,-0.004750017,0.967415824
432,10386,-0.050161548,0.719515234
433,10387,0.005722247,0.970274427
434,10388,-0.008496723,0.949766077
435,10389,-0.034749402,0.797710469
436,1039,0.044416942,0.716923206
437,10390,-0.051768859,0.702556829
438,10391,-0.051602982,0.666419633
439,10392,-0.023459661,0.789494375
440,10393,0.022059909,0.863747951
441,10394,-0.029005559,0.813141805
442,10395,-0.041898704,0.748298204
443,10396,0.072936918,0.58646819
444,10397,-0.016285713,0.876451626
445,10398,-0.04362551,0.609420611
446,10399,-0.030299966,0.75516422
447,104,-0.012504623,0.886775969
448,1040,-0.029418316,0.832731276
449,10400,-0.055951584,0.716227489
450,10401,-0.050370231,0.720378072
451,10402,-0.027138526,0.849313431
452,10403,-0.030242102,0.797649128
453,10404,-0.036950284,0.817133696
454,10405,-0.057511916,0.655889596
455,10406,0.089429334,0.577791118
456,10407,-0.026408768,0.835318258
457,10408,0.011463386,0.939361492
458,10409,-0.027388673,0.784636994
459,1041,-0.028184897,0.830418481
460,10410,-0.064988546,0.519983521
461,10411,0.028156644,0.837246558
462,10412,-0.059500144,0.605311584
463,10413,-0.012642023,0.939413859
464,10414,0.029559202,0.805085391
465,10415,-0.016178389,0.901151919
466,10416,0.061693581,0.675610007
467,10417,0.157061199,0.276031242
468,10418,0.149918255,0.151155146
469,10419,-0.02259819,0.825691171
470,1042,-0.0205535,0.857500301
471,10420,-0.034992498,0.713031677
472,10421,-0.025462166,0.850375911
473,10422,-0.00773214,0.944229094
474,10423,-0.013461226,0.925078321
475,10424,0.024347078,0.829760837
476,10425,0.003302371,0.977959734
477,10426,-0.049995062,0.727452282
478,10427,-0.036025838,0.786097443
479,10428,-0.012810127,0.922002428
480,10429,-0.025930325,0.825530056
481,1043,0.066822293,0.68440334
482,10430,-0.03076356,0.815292319
483,10431,-0.028801294,0.836582879
484,10432,0.036134198,0.790032449
485,10433,-0.039602942,0.787483718
486,10434,-0.038852909,0.771412876
487,10435,-0.035260211,0.795226172
488,10436,-0.00910585,0.935061887
489,10437,0.077193277,0.569801279
490,10438,0.001027681,0.993891918
491,10439,-0.019990895,0.880597494
492,1044,-0.028770676,0.798457549
493,10440,-0.025282059,0.838184167
494,10441,0.019699402,0.893507234
495,10442,-0.009793166,0.942307315
496,10443,-0.027527351,0.858164766
497,10444,-0.034123313,0.809550408
498,10445,0.012170341,0.936618382
499,10446,-0.048345352,0.694585566
500,10447,-0.034856405,0.801763216
501,10448,-0.029359205,0.826021039
502,10449,-0.029043396,0.811219799
503,1045,-0.038983326,0.690417293
504,10450,0.057773323,0.592791106
505,10451,0.080650089,0.541941253
506,10452,-0.053173867,0.690210138
507,10453,0.016535836,0.864690884
508,10454,0.046226963,0.678161349
509,10455,-0.014223202,0.910336027
510,10456,-0.029170905,0.824528711
511,10457,0.010628597,0.889723463
512,10458,-0.028456059,0.778849503
513,10459,-0.023862455,0.824003889
514,1046,-0.02749808,0.845827629
515,10460,-0.032078832,0.814494231
516,10461,-0.042201069,0.719393342
517,10462,-0.035350805,0.779070854
518,10463,-0.002953646,0.978756699
519,10464,0.018341213,0.857769045
520,10465,0.091668031,0.546585825
521,10466,-0.061494938,0.650499009
522,10467,-0.044006928,0.774773909
523,10468,-0.047197242,0.706494006
524,10469,-0.017406911,0.872731693
525,1047,-0.027464887,0.837918265
526,10470,-0.013751129,0.906476073
527,10471,-0.01969958,0.899165214
528,10472,-0.013631025,0.907869018
529,10473,0.010593877,0.933125749
530,10474,-0.011054241,0.941087357
531,10475,-0.018072976,0.876687592
532,10476,-0.013363228,0.921545082
533,10477,0.005294797,0.96842024
534,10478,0.030625833,0.79177293
535,10479,-0.016955893,0.871752699
536,1048,-0.023970982,0.833497075
537,10480,-0.026231381,0.844466875
538,10481,-0.017334816,0.896346329
539,10482,-0.038909138,0.743302054
540,10483,-0.016311349,0.873551566
541,10484,-0.024329336,0.834772139
542,10485,-0.051120907,0.736526418
543,10486,-0.053919539,0.745622323
544,10487,-0.019888966,0.882642786
545,10488,0.024817606,0.851213538
546,10489,-0.034253052,0.72011839
547,1049,-0.041357613,0.759783988
548,10490,0.071135185,0.582446904
549,10491,-0.066338439,0.661070913
550,10492,0.000273465,0.998080021
551,10493,-0.037269554,0.803400305
552,10494,-0.03588345,0.784610114
553,10495,-0.022458494,0.852525506
554,10496,0.014309662,0.913970167
555,10497,-0.019550174,0.875274598
556,10498,-0.02563105,0.85317818
557,10499,-0.040062717,0.69671856
558,105,-0.050840729,0.644571185
559,1050,-0.064509948,0.624150493
560,10500,-0.020239813,0.88804075
561,10501,-0.027647217,0.847367938
562,10502,-0.009802681,0.945782691
563,10503,-0.021848148,0.835338838
564,10504,-0.036765934,0.783896266
565,10505,-0.063725306,0.660330492
566,10506,-0.001366857,0.990578752
567,10507,-0.032743727,0.807689229
568,10508,-0.018077752,0.855698329
569,10509,-0.057048904,0.630499981
570,1051,-0.010753812,0.925179544
571,10510,-0.012287525,0.929926219
572,10511,0.039907457,0.793931187
573,10512,-0.025200565,0.839593462
574,10513,-0.032129079,0.789063518
575,10514,0.004205542,0.977389797
576,10515,0.012322807,0.925603551
577,10516,0.00332657,0.977996615
578,10517,-0.00333952,0.974774424
579,10518,-0.024719796,0.848181819
580,10519,-0.018618346,0.862901609
581,1052,0.033680232,0.793383091
582,10520,-0.03801083,0.780917358
583,10521,-0.016003697,0.899243025
584,10522,-0.031263589,0.809938576
585,10523,-0.11559304,0.43041989
586,10524,-0.021252441,0.865937836
587,10525,-0.024682804,0.868048448
588,10526,-0.01054325,0.933393044
589,10527,-0.001654942,0.989988289
590,10528,-0.014826393,0.911128324
591,10529,-0.034008823,0.735582097
592,1053,-0.02231883,0.865628352
593,10530,-0.052225256,0.698831035
594,10531,0.001438245,0.989965126
595,10532,-0.019272567,0.893156824
596,10533,-0.037104633,0.77310388
597,10534,-0.035728273,0.767556746
598,10535,-0.010508253,0.943415642
599,10536,0.022771744,0.870084168
600,10537,-0.023373407,0.856230017
601,10538,-0.033776218,0.7717107
602,10539,-0.028010396,0.826124646
603,1054,-0.026696352,0.812434319
604,10540,-0.024429649,0.844095401
605,10541,-0.019166901,0.891139609
606,10542,-0.024898751,0.815131129
607,10543,-0.026326685,0.845135016
608,10544,0.06272294,0.67927608
609,10545,-0.014407146,0.882957804
610,10546,-0.020843129,0.824755738
611,10547,-0.036470983,0.789619366
612,10548,-0.019927445,0.846249411
613,10549,-0.012817837,0.899698997
614,1055,-0.015886986,0.906990986
615,10550,-0.059155156,0.668038494
616,10551,-0.043495164,0.767969034
617,10552,-0.025259722,0.850991905
618,10553,-0.027766886,0.809419878
619,10554,0.05606925,0.698019448
620,10555,0.027277951,0.853027063
621,10556,-0.020051511,0.83236256
622,10557,0.019466515,0.882862561
623,10558,0.004434737,0.971135452
624,10559,-0.024217921,0.826439743
625,1056,-0.030912007,0.80509512
626,10560,0.042235989,0.748801479
627,10561,-0.005273476,0.964126385
628,10562,-0.031194826,0.821348524
629,10563,0.043180705,0.740563873
630,10564,-0.02135451,0.866715335
631,10565,-0.023284703,0.871761743
632,10566,-0.053934079,0.71581619
633,10567,-0.029586884,0.789393972
634,10568,-0.027844787,0.856410939
635,10569,-0.028459079,0.792243807
636,1057,0.137830037,0.237217035
637,10570,0.039826892,0.749093554
638,10571,0.015423652,0.906426371
639,10572,-0.01144207,0.915586572
640,10573,-0.001758145,0.98833624
641,10574,-0.030803338,0.811733411
642,10575,-0.0223977,0.856033299
643,10576,-0.000420556,0.996625957
644,10577,-0.021863514,0.86512436
645,10578,0.047234737,0.764641441
646,10579,0.002130043,0.975241147
647,1058,0.025997295,0.846638574
648,10580,0.004353919,0.973962041
649,10581,-0.039285178,0.76536983
650,10582,-0.043693458,0.740389344
651,10583,-0.056534602,0.621583051
652,10584,0.096070635,0.500950183
653,10585,0.041295867,0.725337104
654,10586,0.000880982,0.994051668
655,10587,-0.047196182,0.751087266
656,10588,-0.030091419,0.81465405
657,10589,-0.024740409,0.807827513
658,1059,-0.069146893,0.522120866
659,10590,-0.063771911,0.652594352
660,10591,-0.035820673,0.790552339
661,10592,-0.019599161,0.874920208
662,10593,-0.024726452,0.856729312
663,10594,0.006689816,0.961010869
664,10595,0.060627289,0.601371211
665,10596,-0.03242699,0.832367888
666,10597,-0.024488867,0.847976711
667,10598,-0.028703063,0.840380415
668,10599,-0.043705811,0.687727994
669,106,-0.009355429,0.930945871
670,1060,-0.019729566,0.89182859
671,10600,-0.039839267,0.742375802
672,10601,-0.007365877,0.948416554
673,10602,-0.009170948,0.94647749
674,10603,0.01649983,0.9002818
675,10604,0.061278215,0.642432326
676,10605,-0.017784176,0.905333852
677,10606,-0.047638792,0.66590593
678,10607,0.061636599,0.671823413
679,10608,-0.010651183,0.939637118
680,10609,-0.02583581,0.83471874
681,1061,-0.020190954,0.886703175
682,10610,-0.022806376,0.839042182
683,10611,-0.010090688,0.949424907
684,10612,-0.033972916,0.797467145
685,10613,-0.021044531,0.852936983
686,10614,-0.008140641,0.928983104
687,10615,-0.020187399,0.871298041
688,10616,-0.00186523,0.986021822
689,10617,-0.043497472,0.754646366
690,10618,0.045774924,0.724608193
691,10619,-0.002064914,0.977628974
692,1062,-0.027896798,0.825521334
693,10620,-0.007926079,0.955483176
694,10621,0.020005412,0.878313576
695,10622,0.091151898,0.521376441
696,10623,-0.018514329,0.894534377
697,10624,-0.027900594,0.843583394
698,10625,0.007578919,0.954250743
699,10626,-0.024045668,0.833782615
700,10627,-0.022896939,0.86837119
701,10628,-0.012739627,0.929022745
702,10629,-0.026818676,0.820463493
703,1063,0.045476725,0.672937769
704,10630,-0.032286706,0.803788508
705,10631,0.008197745,0.951904953
706,10632,-0.083053812,0.553477506
707,10633,0.005872728,0.968129155
708,10634,-0.057589605,0.677660159
709,10635,0.003495374,0.980523164
710,10636,-0.030261699,0.80470447
711,10637,-0.004790327,0.971030159
712,10638,-0.00816315,0.95211157
713,10639,-0.018853462,0.852081856
714,1064,-0.002686769,0.9847767
715,10640,-0.026739378,0.825217233
716,10641,-0.063013048,0.646237574
717,10642,-0.014439092,0.904227416
718,10643,-0.009245581,0.940609623
719,10644,-0.023525476,0.887915675
720,10645,-0.019167348,0.891055001
721,10646,0.05183627,0.736076946
722,10647,0.056335706,0.66356511
723,10648,-0.014770176,0.912949488
724,10649,-0.0166832,0.882693583
725,1065,-0.007497429,0.942313289
726,10650,0.174158273,0.310917482
727,10651,-0.016523163,0.861004691
728,10652,-0.016956141,0.886075769
729,10653,0.018264881,0.897573187
730,10654,0.005993216,0.971397572
731,10655,-0.044682996,0.750965737
732,10656,-0.047056519,0.705584084
733,10657,-0.011032099,0.935237823
734,10658,-0.026959385,0.827056108
735,10659,-0.028188223,0.798924296
736,1066,-0.043573777,0.769550899
737,10660,-0.044108141,0.738527391
738,10661,-0.068940112,0.542324102
739,10662,-0.031819726,0.815087466
740,10663,-0.029519278,0.787549208
741,10664,-0.006128103,0.951401916
742,10665,0.076312602,0.546921442
743,10666,-0.013558253,0.920884073
744,10667,-0.049133793,0.665955551
745,10668,-0.001787136,0.99018292
746,10669,-0.043925206,0.740192612
747,1067,-0.032329872,0.80923165
748,10670,-0.020590355,0.884545535
749,10671,-0.042064554,0.770703863
750,10672,0.063991601,0.569437324
751,10673,-0.074596726,0.500976456
752,10674,-0.060461931,0.628987126
753,10675,-0.017369815,0.85440059
754,10676,-0.015818499,0.909066947
755,10677,-0.028592162,0.833216262
756,10678,-0.010140229,0.942446802
757,10679,-0.014547437,0.889756969
758,1068,-0.016686935,0.895003627
759,10680,-0.020757887,0.876514585
760,10681,-0.105300862,0.423926156
761,10682,-0.002777953,0.973726144
762,10683,-0.027738239,0.829633132
763,10684,-0.020831459,0.896068442
764,10685,-0.044702828,0.714330956
765,10686,-0.012360744,0.88679468
766,10687,-0.086305353,0.536157976
767,10688,0.023314419,0.861491615
768,10689,-0.024325767,0.853564553
769,1069,-0.03301272,0.816394602
770,10690,-0.001808915,0.990056349
771,10691,-0.025606993,0.824566681
772,10692,-0.075228108,0.595743339
773,10693,-0.037357965,0.762225759
774,10694,-0.036411152,0.768376668
775,10695,-0.027863416,0.835858239
776,10696,-0.06528006,0.552873209
777,10697,-0.03076405,0.781551352
778,10698,-0.02256185,0.87531273
779,10699,-0.038035114,0.709435523
780,107,-0.02959043,0.809357599
781,1070,-0.017452488,0.891071923
782,10700,-0.040652442,0.755587523
