Row.names,ensembl_gene_id,logFC,p-value
4146,13729,-0.040685953,0.668887947
4147,1373,-0.079344222,0.62552418
4148,13730,-0.035606676,0.849982851
4149,13731,0.01008253,0.949778335
4150,13732,-0.084177556,0.564908409
4151,13733,-0.034525803,0.826944558
4152,13734,-0.033298394,0.830532868
4153,13735,-0.017884843,0.905228128
4154,13736,-0.021490434,0.899745236
4155,13737,0.061273737,0.744807711
4156,13738,-0.032107819,0.858703289
4157,13739,-0.01610215,0.896678007
4158,1374,0.00626029,0.975013968
4159,13740,-0.057967692,0.727020525
4160,13741,-0.128451321,0.295699264
4161,13742,-0.003209054,0.98339981
4162,13743,-0.012821382,0.939849485
4163,13744,-0.062767569,0.692786633
4164,13745,-0.030081625,0.833345472
4165,13746,-0.047171133,0.786810384
4166,13747,-0.084444357,0.557105295
4167,13748,-0.01080114,0.959103814
4168,13749,-0.023700047,0.842940047
4169,1375,-0.010452163,0.952211688
4170,13750,-0.016490409,0.929216929
4171,13751,-0.039766387,0.737682556
4172,13752,-0.090005476,0.612402355
4173,13753,0.112076097,0.55408622
4174,13754,-0.002367481,0.988385476
4175,13755,0.032901392,0.841645707
4176,13756,-0.025067781,0.869125507
4177,13757,0.027201885,0.867096891
4178,13758,-0.025986724,0.879657488
4179,13759,-0.047832051,0.697975914
4180,1376,-0.032168233,0.86255086
4181,13760,-0.047188809,0.784799451
4182,13761,0.046047363,0.811568629
4183,13762,-0.045939587,0.776520867
4184,13763,-0.069176435,0.6977895
4185,13764,0.043643828,0.720939997
4186,13765,0.074408888,0.694700292
4187,13766,-0.060755047,0.655622583
4188,13767,-0.016689978,0.921742297
4189,13768,0.078154848,0.623976841
4190,13769,-0.010434782,0.921583709
4191,1377,0.003179806,0.985015014
4192,13770,-0.08353224,0.643952263
4193,13771,-0.037335701,0.798497327
4194,13772,-0.021872449,0.888700458
4195,13773,0.144600785,0.435363481
4196,13774,0.047802796,0.810690777
4197,13775,-0.074789274,0.685104461
4198,13776,0.017397331,0.907431926
4199,13777,-0.023741764,0.880328899
4200,13778,-0.031366541,0.860872644
4201,13779,-0.059403075,0.598893719
4202,1378,-0.054371402,0.745066752
4203,13780,0.024758673,0.880409729
4204,13781,-0.025514786,0.896004559
4205,13782,0.002269878,0.989884489
4206,13783,-0.041073701,0.815450689
4207,13784,-0.029246578,0.863856267
4208,13785,-0.029547066,0.866873195
4209,13786,-2.58E-05,0.999882306
4210,13787,0.046759754,0.823211451
4211,13788,0.028657783,0.85657237
4212,13789,-0.020245636,0.803786906
4213,1379,-0.060461912,0.731373064
4214,13790,0.003897898,0.984206667
4215,13791,-0.042856753,0.783462629
4216,13792,0.005967397,0.972812192
4217,13793,-0.025149146,0.875595893
4218,13794,-0.039685066,0.741578578
4219,13795,0.04113447,0.848014611
4220,13796,0.122244605,0.47463065
4221,13797,-0.052187457,0.699287439
4222,13798,0.004086266,0.982419288
4223,13799,-0.01298989,0.891050459
4224,138,-0.028908403,0.806570712
4225,1380,-0.050632891,0.752753939
4226,13800,-0.020228237,0.897059659
4227,13801,0.017114312,0.922782114
4228,13802,-0.009150476,0.955442278
4229,13803,0.036230276,0.837577944
4230,13804,-0.053831699,0.796428554
4231,13805,0.05635769,0.723297297
4232,13806,0.032854487,0.837021874
4233,13807,-0.041781081,0.754002453
4234,13808,0.017361219,0.915409161
4235,13809,-0.033880743,0.738066265
4236,1381,0.010394519,0.938653171
4237,13810,-0.042742867,0.780563052
4238,13811,0.030658676,0.862760602
4239,13812,0.031510049,0.847858683
4240,13813,-0.035510225,0.829116743
4241,13814,-0.017547259,0.914197186
4242,13815,0.024073749,0.893533932
4243,13816,-0.062218707,0.675914362
4244,13817,-0.039059705,0.721892703
4245,13818,-0.050145238,0.765820285
4246,13819,-0.022651573,0.862568414
4247,1382,-0.033069361,0.816909792
4248,13820,-0.075209626,0.592779149
4249,13821,-0.035472387,0.760500208
4250,13822,-0.026258246,0.850063144
4251,13823,0.03907536,0.752724206
4252,13824,-0.006622377,0.969071519
4253,13825,-0.023015994,0.89579443
4254,13826,0.115265815,0.48567404
4255,13827,-0.041645092,0.78702794
4256,13828,-0.002470151,0.987944718
4257,13829,-0.039713164,0.734558104
4258,1383,0.000522382,0.997101849
4259,13830,-0.018576613,0.916120722
4260,13831,-0.074943376,0.658789176
4261,13832,0.015151409,0.940439384
4262,13833,-0.134770915,0.389196363
4263,13834,-0.032177452,0.81183951
4264,13835,-0.044492546,0.794338486
4265,13836,-0.050325771,0.684585574
4266,13837,0.03030833,0.861484594
4267,13838,0.039676024,0.806259199
4268,13839,-0.049720387,0.653035718
4269,1384,-0.063012963,0.733825988
4270,13840,-0.034490023,0.857613538
4271,13841,-0.035616075,0.824847693
4272,13842,-0.066064547,0.7085536
4273,13843,-0.037494952,0.82860213
4274,13844,-0.026173484,0.895290416
4275,13845,0.021800029,0.89365657
4276,13846,-0.013895348,0.917345253
4277,13847,-0.072560093,0.644553726
4278,13848,0.022571306,0.895290547
4279,13849,-0.04531088,0.573925277
4280,1385,-0.033888757,0.834409398
4281,13850,-0.009867595,0.952742893
4282,13851,0.049690928,0.796075076
4283,13852,-0.044696197,0.783728597
4284,13853,-0.028617783,0.857705501
4285,13854,0.007293653,0.959133801
4286,13855,-0.087964108,0.645415858
4287,13856,0.038334582,0.828876085
4288,13857,-0.039011294,0.799113714
4289,13858,0.020432135,0.907652662
4290,13859,0.008949443,0.936688656
4291,1386,-0.028974052,0.829069701
4292,13860,-0.022894868,0.847522623
4293,13861,-0.073914625,0.524758623
4294,13862,0.032259113,0.849864889
4295,13863,-0.018949792,0.913912643
4296,13864,0.02682794,0.870498529
4297,13865,-0.046816242,0.753483289
4298,13866,-0.073610379,0.609647137
4299,13867,-0.013656032,0.92776679
4300,13868,-0.015210743,0.92929371
4301,13869,-0.019476853,0.876954373
4302,1387,-0.051478668,0.732630485
4303,13870,0.004366732,0.977701831
4304,13871,0.040846911,0.79525936
4305,13872,-0.095116416,0.497355124
4306,13873,0.010996588,0.93468055
4307,13874,-0.010325802,0.946355464
4308,13875,-0.029107347,0.851848391
4309,13876,-0.057284219,0.722582122
4310,13877,-0.038165626,0.832046073
4311,13878,0.025033109,0.836274171
4312,13879,-0.026154905,0.802141926
4313,1388,-0.073166718,0.662457309
4314,13880,0.007940033,0.953453507
4315,13881,-0.107821305,0.480776709
4316,13882,-0.070571509,0.656917433
4317,13883,-0.094604124,0.462450761
4318,13884,0.0056985,0.97539286
4319,13885,-0.039268226,0.82036412
4320,13886,0.018083356,0.908281097
4321,13887,-0.07245048,0.689538577
4322,13888,-0.003542093,0.980496215
4323,13889,-0.005244544,0.963018176
4324,1389,-0.148355471,0.312944322
4325,13890,0.169722958,0.348466172
4326,13891,-0.018135437,0.900731829
4327,13892,0.022637433,0.892473265
4328,13893,0.019531791,0.878481991
4329,13894,-0.051787709,0.723401708
4330,13895,-0.100920573,0.535612566
4331,13896,-0.063791643,0.702761724
4332,13897,-0.09902899,0.505139259
4333,13898,0.109933516,0.452451949
4334,13899,-0.036253603,0.683464952
4335,139,-0.019305486,0.843741914
4336,1390,0.023749623,0.873776802
4337,13900,-0.023013218,0.893192907
4338,13901,-0.001581708,0.99213833
4339,13902,-0.026724924,0.881528499
4340,13903,0.094723598,0.580576127
4341,13904,-0.059390418,0.764814063
4342,13905,-0.052310359,0.749224971
4343,13906,-0.005918355,0.962034011
4344,13907,0.024245889,0.908547185
4345,13908,0.0476455,0.802326805
4346,13909,-0.022042759,0.846833479
4347,1391,-0.004045723,0.982549886
4348,13910,-0.110169663,0.560722033
4349,13911,-0.025903373,0.938712259
4350,13912,-0.041159622,0.841763413
4351,13913,-0.030455288,0.853042129
4352,13914,-0.126877697,0.431854154
4353,13915,-0.054723899,0.716062221
4354,13916,-0.005241067,0.969742809
4355,13917,0.007373161,0.966538196
4356,13918,-0.048771007,0.699073279
4357,13919,-0.018152879,0.853859867
4358,1392,0.02715624,0.884208546
4359,13920,0.065146134,0.681335022
4360,13921,-0.013795984,0.926661791
4361,13922,0.046345352,0.800721125
4362,13923,-0.04808752,0.787025834
4363,13924,-0.007337679,0.96589417
4364,13925,-0.022749523,0.902338416
4365,13926,-0.0030842,0.986575579
4366,13927,-0.044105854,0.824356492
4367,13928,-0.066554153,0.630011839
4368,13929,-0.034997395,0.806021781
4369,1393,-0.041885928,0.816611333
4370,13930,0.018165639,0.91726383
4371,13931,-0.007109947,0.931394876
4372,13932,-0.067743692,0.674862579
4373,13933,-0.040560152,0.808160579
4374,13934,-0.066245206,0.789082518
4375,13935,-0.059135412,0.75022444
4376,13936,0.044611026,0.793859978
4377,13937,0.069279945,0.640037767
4378,13938,-0.039467348,0.791217991
4379,13939,-0.012335181,0.924700679
4380,1394,0.030561992,0.843294263
4381,13940,-0.023656772,0.891182713
4382,13941,0.015168917,0.948716829
4383,13942,0.088488824,0.628026955
4384,13943,-0.027159622,0.833135515
4385,13944,-0.043157758,0.791517256
4386,13945,0.024156639,0.854143356
4387,13946,0.044090445,0.733628443
4388,13947,-0.003360578,0.983880107
4389,13948,0.046845861,0.803297397
4390,13949,-0.010270509,0.930996737
4391,1395,-0.029593145,0.812037132
4392,13950,-0.05102692,0.655009662
4393,13951,-0.00113812,0.987886442
4394,13952,-0.01605824,0.92114425
4395,13953,0.04283493,0.805521393
4396,13954,0.007280753,0.958978886
4397,13955,-0.000195358,0.999101513
4398,13956,0.011005093,0.931669271
4399,13957,0.048063695,0.886107406
4400,13958,-0.057046413,0.76076645
4401,13959,-0.025727638,0.843312635
4402,1396,0.015266581,0.9281847
4403,13960,-0.025457717,0.873083878
4404,13961,-0.058596948,0.168953251
4405,13962,-0.07184397,0.67694379
4406,13963,0.004492182,0.977335368
4407,13964,-0.019026215,0.882957065
4408,13965,-0.038197237,0.81128218
4409,13966,0.052072238,0.776345969
4410,13967,-0.058339151,0.736541611
4411,13968,-0.018848469,0.916299038
4412,13969,0.006255422,0.941470806
4413,1397,0.019162697,0.910957325
4414,13970,-0.009385584,0.960959406
4415,13971,0.009585672,0.966656161
4416,13972,0.007620204,0.96797583
4417,13973,-0.061403708,0.788728633
4418,13974,-0.017658985,0.93110678
4419,13975,0.075267166,0.653781189
4420,13976,-0.080410021,0.679043404
4421,13977,-0.058439227,0.73925989
4422,13978,-0.080150676,0.663434366
4423,13979,-0.040829498,0.753059922
4424,1398,0.036278622,0.794261175
4425,13980,0.07687799,0.669868055
4426,13981,-0.017464603,0.907149331
4427,13982,0.11788584,0.544440307
4428,13983,0.013872506,0.940197884
4429,13984,0.027437556,0.900176632
4430,13985,-0.033425955,0.851652163
4431,13986,0.004471207,0.977401269
4432,13987,-0.034450782,0.79153701
4433,13988,-0.037320844,0.777085397
4434,13989,-0.025502948,0.823400174
4435,1399,-0.041078491,0.806205843
4436,13990,-0.008368812,0.961529772
4437,13991,0.012070868,0.949219281
4438,13992,-0.030892525,0.856969129
4439,13993,-0.056542015,0.751092927
4440,13994,-0.014565572,0.931163452
4441,13995,0.025902169,0.885638869
4442,13996,0.006742107,0.967561904
4443,13997,-0.001001446,0.993832846
4444,13998,0.044325375,0.8171722
4445,13999,-0.024453274,0.811057373
4446,14,-0.028440848,0.82903501
4447,140,-0.005506727,0.945856202
4448,1400,0.012864038,0.942060018
4449,14000,-0.044000374,0.833081682
4450,14001,-0.015816418,0.932191989
4451,14002,-0.024736245,0.882287896
4452,14003,-0.094463027,0.426889592
4453,14004,-0.081950631,0.615002806
4454,14005,0.012065584,0.940503383
4455,14006,-0.050986803,0.759215088
4456,14007,0.010004126,0.958848163
4457,14008,-0.03578671,0.804953656
4458,14009,-0.032197055,0.75684665
4459,1401,-0.06029522,0.693507731
4460,14010,-0.020870026,0.900319502
4461,14011,0.061996636,0.757793773
4462,14012,-0.131498701,0.4618514
4463,14013,-0.039306301,0.84043354
4464,14014,-0.041010946,0.804833461
4465,14015,-0.036473142,0.800225929
4466,14016,-0.019561739,0.879314367
4467,14017,0.109087411,0.600029222
4468,14018,0.028633316,0.832658335
4469,14019,-0.020443523,0.853777859
4470,1402,-0.031477075,0.851956573
4471,14020,0.040217385,0.802342049
4472,14021,-0.033897253,0.793148991
4473,14022,0.081950624,0.664397247
4474,14023,-0.036811611,0.826984034
4475,14024,-0.021151944,0.893461542
4476,14025,-0.032071065,0.839544155
4477,14026,0.004369257,0.982855166
4478,14027,-0.018620073,0.928672682
4479,14028,-0.019933888,0.901407943
4480,14029,-0.044758025,0.615109385
4481,1403,0.002894256,0.987503852
4482,14030,-0.002063298,0.99087869
4483,14031,-0.065478995,0.632625055
4484,14032,-0.025455569,0.870819109
4485,14033,-0.093830679,0.635689355
4486,14034,0.012486343,0.944328998
4487,14035,-0.005791014,0.971247532
4488,14036,0.133523129,0.50538839
4489,14037,0.009185754,0.961489904
4490,14038,-0.076080952,0.685424506
4491,14039,-0.000536623,0.995845343
4492,1404,0.052433872,0.794185508
4493,14040,-0.112778385,0.522807901
4494,14041,-0.000138515,0.99925516
4495,14042,0.073163307,0.681019223
4496,14043,0.021540011,0.90476903
4497,14044,-0.017088494,0.908152679
4498,14045,-0.053089854,0.733713604
4499,14046,-0.007449571,0.966268489
4500,14047,0.02696768,0.885992019
4501,14048,-0.011699477,0.940142371
4502,14049,-0.019538247,0.885666764
4503,1405,0.04507378,0.794513351
4504,14050,-0.050541257,0.781673653
4505,14051,-0.103935472,0.608971873
4506,14052,0.014695095,0.925030526
4507,14053,0.000715071,0.989891136
4508,14054,0.063749395,0.744807482
4509,14055,0.008895348,0.960008117
4510,14056,0.071121915,0.724262941
4511,14057,0.030646944,0.86964863
4512,14058,-0.01052042,0.942586434
4513,14059,-0.02124151,0.878490944
4514,1406,0.019131753,0.908493069
4515,14060,-0.000460923,0.997426945
4516,14061,-0.044289381,0.713021283
4517,14062,-0.08197831,0.64521298
4518,14063,-0.044380581,0.802852191
4519,14064,-0.000173377,0.998813017
4520,14065,-0.01772734,0.907553554
4521,14066,-0.005935062,0.970780801
4522,14067,0.01891975,0.896991119
4523,14068,0.129077861,0.487103157
4524,14069,-0.02102759,0.871928185
4525,1407,-0.038256448,0.744347074
4526,14070,-0.003066354,0.98517106
4527,14071,-0.031848616,0.831230759
4528,14072,-0.042005203,0.802679578
4529,14073,-0.018022213,0.910450925
4530,14074,-0.062239849,0.699265303
4531,14075,0.008908115,0.961985674
4532,14076,-0.042789202,0.815251487
4533,14077,-0.036941407,0.844653542
4534,14078,0.011450495,0.934897775
4535,14079,-0.029004173,0.772357409
4536,1408,0.028213698,0.870362697
4537,14080,-0.066259014,0.717716017
4538,14081,0.003930601,0.983236767
4539,14082,-0.03270874,0.860835388
4540,14083,-0.011371027,0.948670208
4541,14084,-0.038627011,0.831517548
4542,14085,-0.030811872,0.845313773
4543,14086,-0.020803867,0.809752578
4544,14087,0.0121959,0.943066716
4545,14088,-0.055192408,0.700811518
4546,14089,-0.047935529,0.69985399
4547,1409,0.016349062,0.931420048
4548,14090,0.081834002,0.702583127
4549,14091,0.070126213,0.704012355
4550,14092,-0.000908494,0.995801579
4551,14093,-0.038452555,0.806982591
4552,14094,-0.000663694,0.993445533
4553,14095,-0.041339303,0.803825291
4554,14096,-0.086018061,0.527930944
4555,14097,-0.010827244,0.944189841
4556,14098,0.077243246,0.674115229
4557,14099,-0.045631189,0.615744895
4558,141,-0.024355058,0.813985508
4559,1410,-0.012037578,0.930478534
4560,14100,0.086309609,0.644228642
4561,14101,-0.048405287,0.703462263
4562,14102,0.014554156,0.915984215
4563,14103,-0.027210888,0.877719742
4564,14104,-0.001098111,0.994382833
4565,14105,0.006352264,0.971127773
4566,14106,0.010215033,0.940637998
4567,14107,-0.016445735,0.914869052
4568,14108,-0.005721226,0.971927174
4569,14109,-0.031727102,0.79031051
4570,1411,0.02527867,0.847928956
4571,14110,-0.037116592,0.845522375
4572,14111,0.057919888,0.750270708
4573,14112,-0.067939612,0.698782648
4574,14113,-0.057442234,0.764974832
4575,14114,0.034037816,0.847182126
4576,14115,0.039345852,0.81923442
4577,14116,-0.053336802,0.74606148
4578,14117,-0.037310152,0.837733102
4579,14118,0.041390303,0.829950697
4580,14119,-0.035812076,0.782614597
4581,1412,-0.001877255,0.990512048
4582,14120,-0.015960872,0.927026263
4583,14121,0.008367708,0.965357094
4584,14122,-0.020305655,0.919498753
4585,14123,-0.010716014,0.954147125
4586,14124,0.030841557,0.865788409
4587,14125,0.013820375,0.939861962
4588,14126,-0.046257661,0.781617687
4589,14127,0.029513689,0.874245041
4590,14128,0.042970893,0.835420536
4591,14129,-0.018253424,0.810077373
4592,1413,-0.07299582,0.603825282
4593,14130,-0.033557585,0.83897337
4594,14131,0.003942779,0.974062132
4595,14132,-0.023193039,0.881663865
4596,14133,-0.026111649,0.889704169
4597,14134,0.024362821,0.857608714
4598,14135,-0.011509437,0.94231615
4599,14136,0.096429818,0.65792979
4600,14137,0.024485393,0.887695984
4601,14138,0.02371963,0.893961824
4602,14139,-0.020124793,0.850120132
4603,1414,-0.07982595,0.635937853
4604,14140,-0.014690497,0.921928268
4605,14141,-0.041344365,0.823596734
4606,14142,-0.045029678,0.811340366
4607,14143,-0.024536431,0.853953601
4608,14144,0.030216868,0.8716889
4609,14145,-0.025615451,0.891177444
4610,14146,-0.059461872,0.759473803
4611,14147,-0.021469193,0.890378975
4612,14148,-0.019025117,0.915387042
4613,14149,-0.028533141,0.834116514
4614,1415,-0.013860798,0.939378723
4615,14150,-0.008661282,0.962670839
4616,14151,-0.021047948,0.793427723
4617,14152,-0.024744633,0.850507426
4618,14153,-0.026730875,0.825201138
4619,14154,-0.074725506,0.590979725
4620,14155,-0.045696354,0.818479498
4621,14156,0.014890744,0.930445516
4622,14157,-0.081408186,0.621505935
4623,14158,-0.00861746,0.95706447
4624,14159,-0.007725836,0.943995547
4625,1416,0.022807302,0.906370485
4626,14160,-0.044465572,0.828185683
4627,14161,0.038919233,0.822958046
4628,14162,0.010822181,0.944659005
4629,14163,-0.127504973,0.479989243
4630,14164,-0.038338502,0.814424225
4631,14165,-0.013833956,0.93326333
4632,14166,-0.007129063,0.967183598
4633,14167,-0.048217343,0.727465346
4634,14168,-0.002581991,0.98927772
4635,14169,-0.030979459,0.793844592
4636,1417,0.141532954,0.401087074
4637,14170,-0.022390652,0.885452554
4638,14171,-0.023109887,0.896924137
4639,14172,0.02383563,0.893132344
4640,14173,0.022094604,0.898849186
4641,14174,0.076694558,0.67577909
4642,14175,0.167966621,0.270565116
4643,14176,-0.030282201,0.85363695
4644,14177,0.04017569,0.810941882
4645,14178,0.017515659,0.925728558
4646,14179,-0.018393145,0.855691752
4647,1418,-0.042288037,0.82494839
4648,14180,-0.038793376,0.811133447
4649,14181,-0.039611568,0.805800134
4650,14182,-0.079660857,0.666114111
4651,14183,0.01621994,0.935028064
4652,14184,-0.035874655,0.873153655
4653,14185,-0.058040781,0.767607362
4654,14186,-0.0276381,0.878061153
4655,14187,-0.058801146,0.730984888
4656,14188,-0.044827786,0.825642239
4657,14189,-0.061039177,0.518515421
4658,1419,-0.058313324,0.769893748
4659,14190,0.047368193,0.794600176
4660,14191,-0.036317171,0.807813042
4661,14192,-0.126429161,0.451376004
4662,14193,-0.034079603,0.855597741
4663,14194,0.007817632,0.959640759
4664,14195,-0.018569341,0.917182064
4665,14196,-0.025241447,0.877557413
4666,14197,-0.022984288,0.900831326
4667,14198,-0.002361557,0.986137539
4668,14199,-0.051595522,0.597445792
4669,142,-0.034756092,0.768689703
4670,1420,-0.026729962,0.913988117
4671,14200,-0.030961236,0.858622096
4672,14201,-0.032860005,0.854087023
4673,14202,-0.027689804,0.879981987
4674,14203,-0.114820097,0.534159727
4675,14204,0.095833223,0.602454204
4676,14205,-0.017150619,0.907555739
4677,14206,-0.02871124,0.880795832
4678,14207,-0.060002286,0.706996889
4679,14208,0.018469293,0.91279179
4680,14209,-0.02443966,0.841377931
4681,1421,-0.022086183,0.915662586
4682,14210,-0.082290622,0.543169216
4683,14211,-0.06526488,0.763837853
4684,14212,-0.057026239,0.736954718
4685,14213,0.08506062,0.642027382
4686,14214,0.036561084,0.868898582
4687,14215,0.000470738,0.998164023
4688,14216,0.020620504,0.905856107
4689,14217,-0.083685272,0.536484557
4690,14218,0.028695058,0.878628026
4691,14219,-0.02961234,0.809516037
4692,1422,-0.047954033,0.799732016
4693,14220,0.00075759,0.996384992
4694,14221,-0.009474639,0.957830512
4695,14222,0.002350441,0.987877488
4696,14223,0.011885064,0.951329134
4697,14224,-0.040908835,0.817234254
4698,14225,-0.157042392,0.316854547
4699,14226,-0.039039468,0.805444821
4700,14227,-0.041346292,0.825811852
4701,14228,-0.039646253,0.833413944
4702,14229,-0.038387062,0.760320195
4703,1423,0.031508722,0.901676249
4704,14230,-0.039769231,0.829362491
4705,14231,-0.054709038,0.795987846
4706,14232,-0.028293637,0.87126914
4707,14233,-0.005829714,0.974158216
4708,14234,-0.058513552,0.762136743
4709,14235,-0.030107607,0.83386724
4710,14236,-0.030940001,0.931742477
4711,14237,-0.036742979,0.833221671
4712,14238,-0.139274332,0.405438866
4713,14239,-0.025143229,0.849584827
4714,1424,-0.049056911,0.787654657
4715,14240,-0.082269335,0.651652262
4716,14241,0.16095319,0.308254623
4717,14242,-0.014797365,0.929373857
4718,14243,0.045025081,0.78654566
4719,14244,-0.004860597,0.980772819
4720,14245,-0.08131698,0.508566299
4721,14246,-0.046310349,0.82344694
4722,14247,0.014513833,0.933165054
4723,14248,0.011449138,0.94822307
4724,14249,-0.029661608,0.806002619
4725,1425,-0.148062296,0.437810606
4726,14250,0.069998421,0.745939019
4727,14251,0.007307919,0.966285473
4728,14252,-0.038058908,0.817093051
4729,14253,0.031818391,0.846802489
4730,14254,0.156419713,0.404861065
4731,14255,-0.079413346,0.631493486
4732,14256,-0.057258259,0.781707216
4733,14257,-0.04597654,0.794736341
4734,14258,0.036420477,0.834505519
4735,14259,0.022492422,0.82076776
4736,1426,0.061591031,0.726047612
4737,14260,-0.017551836,0.922887303
4738,14261,0.160133697,0.456758122
4739,14262,-0.040799069,0.780918482
4740,14263,-0.033161371,0.861175661
4741,14264,-0.033430063,0.864658353
4742,14265,0.024013634,0.892774896
4743,14266,-0.04033218,0.762591337
4744,14267,-0.024981178,0.856651154
4745,14268,-0.044138025,0.77294506
4746,14269,-0.024455149,0.783609808
4747,1427,0.03120085,0.874856391
4748,14270,-0.038912148,0.841389106
4749,14271,0.048803262,0.755986422
4750,14272,0.044748672,0.73448462
4751,14273,0.015704493,0.926302101
4752,14274,-0.010618409,0.951488178
4753,14275,0.103706219,0.594192431
4754,14276,-0.034298032,0.868878997
4755,14277,0.006559914,0.970884198
4756,14278,-0.018785744,0.900496828
4757,14279,-0.027983989,0.772403784
4758,1428,-0.045527545,0.793241933
4759,14280,0.016247301,0.927774921
4760,14281,0.070517721,0.719825688
4761,14282,-0.033798663,0.842205231
4762,14283,-0.021774982,0.88524164
4763,14284,0.002884587,0.982842363
4764,14285,-0.078425535,0.656718807
4765,14286,-0.01615074,0.925302024
4766,14287,0.042047613,0.812507784
4767,14288,-0.054858565,0.701173512
4768,14289,-0.026911179,0.80478594
4769,1429,-0.069220032,0.702929583
4770,14290,-0.044412553,0.8029311
4771,14291,0.012232941,0.939686586
4772,14292,-0.019094961,0.899332833
4773,14293,0.01995161,0.92295177
4774,14294,-0.012574941,0.937526631
4775,14295,-0.029951943,0.856239482
4776,14296,0.114798503,0.538217794
4777,14297,-0.066353521,0.678754988
4778,14298,0.005393425,0.969064937
4779,14299,-0.020550895,0.847188776
4780,143,-0.020902459,0.85913576
4781,1430,-0.043665343,0.812139046
4782,14300,-0.036777997,0.819104779
4783,14301,-0.122319064,0.463869607
4784,14302,-0.085933757,0.64024793
4785,14303,0.002952527,0.98809927
4786,14304,0.068920339,0.582437487
4787,14305,-0.026405413,0.878434621
4788,14306,-0.06865218,0.653311649
4789,14307,0.040236679,0.850864872
4790,14308,-0.133261383,0.524298261
4791,14309,-0.028617731,0.781971442
4792,1431,-0.081917674,0.652791378
4793,14310,-0.038716104,0.812448656
4794,14311,0.084167234,0.598265935
4795,14312,0.051262655,0.785916777
4796,14313,0.004953933,0.977349212
4797,14314,-0.054504476,0.744180908
4798,14315,-0.051744566,0.757905876
4799,14316,-0.0025322,0.990196665
4800,14317,-0.067736251,0.686006671
4801,14318,-0.0150144,0.937734492
4802,14319,-0.028422175,0.785379651
4803,1432,-0.055385408,0.790527407
4804,14320,-0.028631794,0.87814194
4805,14321,-0.126154784,0.424667395
4806,14322,-0.002278124,0.990209896
4807,14323,0.077067538,0.631932823
4808,14324,0.002494497,0.988890355
4809,14325,0.028076187,0.878727572
4810,14326,0.05295669,0.753045117
4811,14327,-0.035076152,0.825286074
4812,14328,-0.022899805,0.883688276
4813,14329,-0.033655207,0.770621499
4814,1433,0.106993661,0.58779931
4815,14330,-0.023718067,0.896545405
4816,14331,0.00413698,0.979341942
4817,14332,-0.042238814,0.834759233
4818,14333,-0.051406511,0.789357677
4819,14334,0.058259237,0.764366206
4820,14335,-0.056771434,0.74229237
4821,14336,-0.012246359,0.955420924
4822,14337,-0.026223613,0.880388938
4823,14338,0.003487361,0.985220617
4824,14339,-0.022440121,0.858725551
4825,1434,0.080013579,0.628907238
4826,14340,0.071144159,0.626032031
4827,14341,-0.056664116,0.714230521
4828,14342,-0.021354059,0.899833832
4829,14343,-0.061681974,0.77234499
4830,14344,0.047182528,0.803216866
4831,14345,-0.039253718,0.827418081
4832,14346,-0.005975535,0.978094601
4833,14347,0.031994252,0.801561489
4834,14348,-0.066902122,0.679106785
4835,14349,-0.021833146,0.854672711
4836,1435,0.00463058,0.980336258
4837,14350,-0.018571735,0.924396138
4838,14351,0.028501241,0.862378673
4839,14352,-0.036696264,0.842066492
4840,14353,0.11697177,0.131591576
4841,14354,-0.048172372,0.772193243
4842,14355,0.074193147,0.57451181
4843,14356,-0.015150054,0.925864837
4844,14357,-0.030048088,0.857660945
4845,14358,0.037420901,0.838250742
4846,14359,-0.035291995,0.666025841
4847,1436,-0.038171876,0.843674516
4848,14360,-0.007104988,0.964306244
4849,14361,-0.012060274,0.947042472
4850,14362,-0.030466882,0.827814888
4851,14363,0.0152058,0.92789496
4852,14364,0.072664747,0.570261048
4853,14365,-0.070413065,0.706600283
4854,14366,-0.060036938,0.697856993
4855,14367,-0.001515003,0.993171973
4856,14368,-0.049036713,0.761277537
4857,14369,-0.016112444,0.886058532
4858,1437,0.042360999,0.791443277
4859,14370,-0.00655658,0.962524236
4860,14371,0.107152993,0.646667252
4861,14372,-0.034154157,0.842143124
4862,14373,0.002607301,0.986041847
4863,14374,-0.036199518,0.838364892
4864,14375,0.016401829,0.900012725
4865,14376,-0.041433095,0.788230516
4866,14377,-0.061336241,0.716429701
4867,14378,-0.038210731,0.824348327
4868,14379,-0.035567242,0.703945373
4869,1438,0.004062774,0.982583424
4870,14380,-0.055177073,0.791163208
4871,14381,0.02171334,0.895748072
4872,14382,-0.01832723,0.925764541
4873,14383,-0.019078344,0.914653097
4874,14384,-0.082067567,0.667968608
4875,14385,-0.020420482,0.89078996
4876,14386,-0.048942702,0.739601834
4877,14387,-0.042757102,0.815799302
4878,14388,0.08385787,0.658111011
4879,14389,-0.020580833,0.854830867
4880,1439,0.023107856,0.910556304
4881,14390,-0.010635382,0.954632259
4882,14391,-0.035202484,0.869777852
4883,14392,-0.07034844,0.686776705
4884,14393,0.017416703,0.919837511
4885,14394,0.028701697,0.847852706
4886,14395,-0.071866299,0.756218416
4887,14396,0.035707619,0.602743779
4888,14397,-0.012191205,0.922944595
4889,14398,0.06068425,0.710710686
4890,14399,-0.025859738,0.804754061
4891,144,-0.024021298,0.850059631
4892,1440,-0.010640756,0.955761027
4893,14400,-0.030997553,0.849185588
