logFC,p-value
-0.020818361930249527,0.8019951739676675
-0.035847296548135295,0.5807149340906559
-0.024055898875804404,0.8246890405108126
0.0033276102052897465,0.9729104020835951
-0.02955007984747874,0.8186062050829694
-0.024090036484456432,0.874526694213924
0.006093527388910231,0.9603298087247341
-0.02108569801329108,0.8706170581115864
-0.001722695054354833,0.9888994308486772
-0.0512390704608747,0.7432496728894039
-0.038700247137009404,0.6618351113259855
-0.005517805145110182,0.9619147498494169
-0.0030139285191310796,0.9798978808742266
-0.031140965635944942,0.7457340236195215
-0.007979694669134866,0.9383840089551807
0.03186307873513189,0.8163081932277451
-0.07480567863652013,0.5598910261935285
-0.009077765103889988,0.9287444165623233
-0.01097742014277929,0.9163037887328219
0.024373881740342197,0.8163872651156827
0.05464509634093416,0.7066965988065115
-0.03336498875835085,0.8031470440506469
-0.01601293172728753,0.8927024819956662
-0.006819880360863004,0.9451605684541705
0.030370330074037912,0.7661354493392116
-0.01827442509337696,0.8755101987957158
-0.026288753169645827,0.8203516484423206
-0.033372766190381875,0.787432316783802
-0.02216399564840662,0.8878924147619047
0.00741602417145445,0.9476374990067014
-0.03460846569940244,0.7894420765094103
-0.014546679521040827,0.9057772799565996
-0.012419919276422251,0.9265786484095331
-0.025453152781925614,0.8565376399389063
-0.02038779074320687,0.8547243811852726
-0.02190519310311389,0.856455985963873
-0.021115503733532145,0.8587497741010237
-0.00043273158402555735,0.996981600156256
0.023477371759528198,0.8689328426765118
-0.01989297073235104,0.8218797618738704
-0.027484006660136603,0.8040893351904916
0.10160704694837784,0.4743204603157436
0.012265846338546011,0.9063428705079533
0.01750633252759487,0.8654717747750758
-0.012319822329715928,0.9231605799847495
-0.051992058064475655,0.6602775298565915
-0.025724295801078247,0.8123674188899113
-0.011587854609379564,0.9289839496043523
-0.03533570534878609,0.7920104390059417
-0.02143842219544079,0.8479712753618309
-0.04665220437168423,0.7181793915955872
0.04734297082155217,0.7210665783012568
-0.0016408914336389822,0.9908188291484581
-0.020374968613221408,0.8293382189326
-0.013545877038150331,0.8969191172283852
-0.027690563094055588,0.7979894271862098
-0.03411040162244522,0.8122048141049316
-0.010152472934414397,0.9224158052060814
-0.0305183351562951,0.8110342021815949
0.09475705395761488,0.5237465453153687
0.003147544378982092,0.9722858680027158
0.06760039895688538,0.7106120501099495
0.04704582809800565,0.748261361405032
-0.030243678646747353,0.8080881376335614
-0.0170191304701167,0.8982713183115414
-0.01856410790861652,0.8342095703145278
0.0346774821180756,0.8088558928166685
-0.020987455986978387,0.8583065362641805
-0.029282482114256412,0.806778906215407
-0.0132448228857658,0.9152583882749892
-0.01402244453041322,0.9064220406841608
0.026795064906349517,0.8268066631466686
-0.018778410055249883,0.854585185013239
0.0861020910391328,0.5243045768338356
-0.010112953195878238,0.9205823873955714
-0.0887351697948937,0.569258830053254
-0.04366531127191082,0.7594898193763586
-0.02006450622026716,0.8356437815265114
-0.007140884707030447,0.9600077007910988
0.026851150170019933,0.8339795723151564
-0.006502504777360091,0.9459399306877889
-0.03354268707968698,0.8074963999884233
-0.05046883631622977,0.7050600594120708
0.0019011433270971856,0.9882481851556755
-0.0213613318698725,0.8575603638320917
-0.021924720215257636,0.8706749198633674
0.024706262309453445,0.8496068603349022
-0.03814524700479245,0.778747370686119
-0.02006928374072949,0.878206172099327
-0.04259368221701228,0.6892961382968081
-0.042872887071556606,0.7497638591858136
-0.03596862599665207,0.7228441544772042
-0.040510999778117264,0.726412129514024
-0.01501105633916702,0.9123572378280902
-0.023249954307040337,0.8309725471209743
0.01761109635734607,0.862697388894158
-0.026206778339711457,0.8541290656596582
-0.006971910893551376,0.9539145155918147
-0.06581453233477043,0.5854380957488274
-0.02013787434471281,0.8525808397133244
-0.025166250589909935,0.8536515392182059
0.025547498006399515,0.8553029291705784
-0.034631012955003176,0.7740466546547146
-0.024764835350802383,0.8636926059710646
-0.031309065408232556,0.8173523704652654
0.023881559923270623,0.8467537830968429
-0.031046944512396066,0.8213418401350467
-0.024911626305476626,0.8487524196669494
-0.02686934736882729,0.8465320459053957
-0.019709890388065893,0.8714030972441619
0.020277448090569018,0.8728749425078298
-0.002675007564752788,0.9852628408826736
-0.019495827986485647,0.884451394794421
-0.02166106338607315,0.8347371378029393
-0.034762219142978154,0.7629985201223992
-0.01576407750570932,0.8550226456001722
0.03645700141351051,0.8046100659982642
-0.013340805030742689,0.8865701826264234
-0.01769065298826649,0.8986386348311775
0.052750216166281436,0.5809945152976088
-0.04408079236521328,0.746825468998563
-0.03155528479095501,0.8196231760994713
-0.025950398320246603,0.8024423250754162
0.08750923626030728,0.5596941044534853
-0.01950033042928185,0.8578990592870368
-0.04440527743630954,0.7226943513964696
-0.0206600640490152,0.8711691018208811
-0.009541985685953555,0.9446878555485678
0.03353748297768278,0.8059234455195039
-0.007291052123378635,0.9542097775679129
-0.01826638846403949,0.882513051277877
0.006616379255091728,0.9551151008067509
-0.03298812857393468,0.8212386859340496
-0.039102854184525415,0.7479083094795723
-0.018333905421673215,0.8926699816229882
-0.008406177298700662,0.9428172032760029
0.00613767371282598,0.9292809275002147
-0.023850701356183134,0.8568733382659116
-0.02618685510543301,0.8469859689188125
-0.020848729465125632,0.8702768216846228
-0.014680716920627874,0.875914762432253
-0.0402220045697421,0.764291990827356
-0.02215830456544368,0.8241119800129634
-0.028114104071346447,0.835423899885859
0.040412993925698505,0.7195795974077427
-0.11007283740394498,0.42381671948401245
0.030226778000877936,0.7933075216161231
-0.027522009220838417,0.8290411297314709
-0.037211184822579436,0.7948884510549976
0.030765423721622834,0.8059340909330311
-0.023780470938637794,0.8429206016413355
-0.01710447883722769,0.8855102543004031
-0.04192127441949319,0.6915948043082596
-0.0169540237679066,0.9055336295192128
-0.04153253136528982,0.7468040396441882
-0.022107761689242642,0.8127973080760892
-0.011106852081885938,0.93797011471487
-0.004241413219788355,0.978899338496201
-0.01263226512552922,0.8940187367533637
-0.023093514383476094,0.8198037945526984
-0.018738041211831293,0.8947865324980303
0.09242056166244644,0.42724024271464023
-0.011150831089961627,0.9260955728668213
-0.009282133281263155,0.9467796808759166
-0.019318743478791846,0.8545427050567281
-0.019141408310668677,0.8813364433090332
-0.014603063679570115,0.9099265971815969
-0.0341718520793583,0.8033058698129991
0.07584722777061322,0.597613169685999
-0.008140536549122484,0.9440112427368159
-0.04434559656937886,0.6954446517943376
-0.05668887844622432,0.6730125817186813
-0.007534933929783704,0.9313254583291317
-0.016742892918965767,0.8993659539159283
-0.017095547549757884,0.8954590019540748
0.0027446022933036614,0.9840561688071559
-0.026014268062040435,0.8449746289579422
-0.033345834838720674,0.8330257842244768
0.09583581012631791,0.40808881892231696
-0.04875597313787146,0.6647841341193552
-0.021451214969014858,0.8576333954273753
-0.046316140470418064,0.7521716828520632
-0.018670367842034553,0.8700106226148406
-0.047627047313003365,0.7137906039998936
0.0020202632010140912,0.9901873370561011
-0.02068676918367481,0.8635317142327434
-0.034690624862871985,0.7851024962877083
-0.028464452378330236,0.8157820810373522
-0.05291358400631457,0.6063935559008347
-0.015262531266366635,0.8989252383894426
-0.012761579172482378,0.9209840390571484
-0.0041178480550633535,0.970505416523822
0.003001921335492953,0.9829789160303644
-0.02512374107866204,0.8501777982270868
-0.04319216257150704,0.75189886328461
-0.020295374138666285,0.8751497866787648
-0.020472142622363413,0.8702813479833305
-0.01340766230374457,0.9070542086869678
-0.035459285262632076,0.790658480095096
-0.013575379862932833,0.8921173225127645
-0.023938626172112225,0.8485622748023028
0.0019909415717464627,0.9891191018734417
-0.014455527512461132,0.8993921082293539
-0.012482722062984392,0.9237693404984791
-0.02554440665468769,0.7618015921126171
-0.061256504903385585,0.5358672967691216
-0.03500060317467063,0.8000231033663721
-0.02865849971695571,0.8230726278381283
-0.03701496678048553,0.7891246316222144
-0.02323720213247478,0.8158735990243251
-0.01862985023863729,0.8857715477755181
0.038521684561442324,0.7406892317708187
-0.002804586527490063,0.9831381560955835
-0.03456584008515609,0.7774684515191577
-0.026572330623925576,0.8503886895785805
-0.015713990246275737,0.8937363634140632
-0.020211981147406882,0.8652703497850827
0.0038180713449738903,0.977437331679008
-0.015721804231172306,0.8918182092591806
-0.021495218936142802,0.8713352938212411
-0.025377008525940353,0.8357869172729404
-0.028710141968066028,0.8365429666394197
0.05026091324306864,0.7429306227880633
-0.03532394470162067,0.8275408451128514
-0.045957166308166694,0.6039529926530667
-0.027852224636854817,0.8302859564197651
-0.025408339521688503,0.8162562840287918
-0.02946380449526633,0.8094877427252551
-0.01017866708840885,0.9408833576169976
-0.024201011231747862,0.8363275474100031
-0.018355610247140556,0.8721401800439967
-0.03686229724984737,0.7622103145364906
-0.023665601955306245,0.8466761640554235
-0.006916542320570392,0.9574242130029877
-0.024389295608870678,0.8396950191185754
0.048446664463994794,0.6941660272268586
-0.02710054241268034,0.7816407083744792
-0.05771812101932661,0.6702883407774531
-0.01810496481000501,0.8912002783594873
-0.03759232761909041,0.7782847846754217
-0.05082200321667227,0.6599083776059107
-0.10183240818772374,0.43711337035533826
-0.02929851420761413,0.8042685274853487
0.04533182030308299,0.7465597984242667
-0.019317158521512244,0.8801482398667109
-0.04231560231094267,0.7206428975163488
-0.03981464559520117,0.7893245070621906
-0.026728009514048273,0.7577198241774589
-0.033667388163956036,0.7861304243044175
0.004932331481928744,0.9685585344330587
0.07111697463794767,0.5017209514815807
-0.05070139182424689,0.7068670607185421
-0.0529872730108137,0.6885624056617297
-0.01000833282493524,0.9396703228566476
0.006451634343231544,0.9577583438469968
0.009257867023025916,0.9358062768806353
-0.024126146822796932,0.8134508989792251
0.026912256450841613,0.8301887286803006
-0.06377552279572415,0.508642300911031
0.010646541379006554,0.9462806246734643
-0.007429344503762523,0.9465238889725954
-0.022057024265857525,0.8404916477915092
-0.02784302480525822,0.8420838671297252
-0.014353180737683716,0.9078580376595009
-0.04232450442030992,0.7764753741222864
-0.017235572893377894,0.8900162068231059
-0.0629935005571638,0.5670592380168922
-0.022456631869387688,0.8610733621878301
-0.0032883545093360437,0.9755134125960938
-0.01683245220581042,0.8770585820922824
-0.012954280536273004,0.9081212332575145
-0.014072134120786057,0.9051842681579617
-0.03407932402891654,0.8229469464837516
-0.029348282961813275,0.8335228691268466
-0.0010517502584297415,0.9941080383666951
-0.03188870001329625,0.764168165606414
0.04589448528264419,0.6988014610794958
-0.019083809242636286,0.873420252862345
-0.03250836314914919,0.8049370150644979
0.0015669453626431648,0.9915759062373102
0.002847671149627461,0.9791485291522257
0.04155599103177942,0.6961874013257718
-0.023194104693236007,0.875462679114992
-0.02356789051808308,0.8355842620794132
-0.0253534230955194,0.7954769955456392
-0.06265411645380885,0.6817346067114125
-0.046628868063602176,0.680150007543938
0.0017656550269252583,0.9885823344799207
-0.01582519889936278,0.9040920039156822
0.0128997046856134,0.9237522750106273
0.046296317900284614,0.7270279573836995
-0.07699502718586902,0.4848737142798445
-0.020597849091790712,0.8523954178890285
-0.010242078661875183,0.9433208349199123
0.07703071865228305,0.5592361391095428
-0.01538571259677679,0.91616793966626
-0.017040615531442562,0.8945527295020701
0.02407020960238617,0.8491569846289637
0.019204472363486345,0.898798093739642
0.0239745445601123,0.8394109268867622
-0.01772466202335015,0.8760822659150258
-0.02190830550958729,0.8533371505536874
-0.005825557738397412,0.9523435753152829
-0.04194027873156898,0.7691387323729011
-0.04581602092433354,0.6659203131083898
-0.031005148402755183,0.8239586962972325
-0.010144635677749342,0.9429542748908717
-0.04320994189200936,0.7581285717777116
-0.03820683162182382,0.7592581866119821
-0.06707814071623769,0.6093678389355623
-0.03628717153249179,0.7877691297058809
-0.060627451045697486,0.6606155261774911
-0.016082258988424594,0.8981830038545988
-0.006068434634280923,0.9389478703949525
-0.03296464519441883,0.7982260112711975
-0.0024826045286463518,0.9852591680783146
0.009819807333820145,0.9260924202990117
-0.028887467732419167,0.8286535274950678
-0.03698258456311394,0.7885583990712791
-0.04227617482365609,0.74489963074113
-0.034717031733111525,0.7829986442804615
-0.01874254927715588,0.8999774659190017
-0.0008808737356331691,0.991728173667469
0.007154926412930803,0.9569500306481145
-0.03570210074075497,0.7816086022426924
0.08337413106465418,0.4022965732052295
-0.027562484177602983,0.8180000592375843
0.05145108839985446,0.7471197968147987
-0.0014245660573286116,0.9923437847506896
-0.008869747639375163,0.9323438433956711
-0.08509065301480409,0.5393277203622606
0.0807598664147926,0.6044290389867938
0.04921142552977071,0.7265486885575769
-0.028775795373448067,0.8433295771697368
-0.01439894442100145,0.9289601939945294
-0.022473850162065725,0.8169865863256693
-0.008940616557939226,0.9334154010790803
-0.016832099355343737,0.8879627687786146
-0.020347389338493,0.8791307639791053
-0.11465080273732411,0.440576129138625
-0.016483587502305587,0.8797344320113961
-0.0023368368087305783,0.9836497350784268
-0.019569465880602963,0.8755339537303924
0.000280841166263016,0.9979254997045844
-0.020520264056277417,0.8180363026182618
-0.01767681243107648,0.8896679137407474
-0.016544969558468646,0.8973410527246004
-0.06348067685033947,0.5106409370293234
-0.03991979532063972,0.7517089061725866
-0.011082126659255155,0.9040236589783199
-0.048409928013548216,0.6530434769606557
-0.03693438669175583,0.7772011246510483
-0.0443550788189479,0.7508437081618652
0.08911011166353798,0.5126423754384566
0.03215614163186872,0.8191680293536039
-0.008173144617149868,0.9560729401874499
-0.02798194103706982,0.8447106565705057
-0.02817510208742077,0.8065721250225988
-0.024787857013927474,0.8121732566854124
-0.01715828498781164,0.8941553827688388
-0.017087581141859782,0.8952074660430928
-0.013442608816579403,0.9076051269789278
0.03320120086011367,0.8157825139121249
-0.026559866364618104,0.8438855430005376
-0.027092103437020888,0.8271115949057068
0.04653778524487475,0.7848447454312026
-0.040062441023787816,0.7413354492144035
